student_id,name,interests,preferences,grades_json
416,Ioana Olaru_416,Arhitectura|Design|Electronica|Statistica,Tehnic|Medical,"{""Desen"": 7.8, ""Biologie"": 7.8, ""Limba Romana"": 8.5, ""Economie"": 6.3, ""Fizica"": 6.9, ""Informatica"": 8.8, ""Istorie"": 8.2}"
417,Ioana Marin_417,Economie|Mecanica,Medical|Creativ,"{""Economie"": 6.8, ""Biologie"": 9.2, ""Fizica"": 6.1, ""Desen"": 8.4, ""Limba Romana"": 10.0, ""Geografie"": 9.6}"
418,Adriana Popescu_418,Inovatie|Management|Finante,Medical|Social,"{""Istorie"": 7.1, ""Informatica"": 7.4, ""Matematica"": 6.9, ""Biologie"": 6.2, ""Limba Romana"": 6.6}"
419,Ana Petrescu_419,AI|Arhitectura|Matematica,Social,"{""Geografie"": 6.7, ""Informatica"": 9.6, ""Desen"": 7.0, ""Fizica"": 7.0, ""Economie"": 9.2, ""Biologie"": 8.6, ""Limba Romana"": 7.4, ""Chimie"": 8.2}"
420,Gabriel Olaru_420,Matematica|Mecanica|Marketing,Creativ,"{""Desen"": 6.4, ""Istorie"": 6.4, ""Limba Romana"": 9.5, ""Chimie"": 7.5, ""Economie"": 9.9, ""Informatica"": 6.4, ""Matematica"": 8.8, ""Fizica"": 7.2, ""Geografie"": 8.9, ""Biologie"": 8.2}"
421,Ion Ionescu_421,Chimie|Istorie|Economie|Inovatie,Umanist|Social,"{""Informatica"": 6.9, ""Desen"": 9.5, ""Biologie"": 8.7, ""Matematica"": 8.3, ""Limba Romana"": 8.7, ""Istorie"": 8.3, ""Economie"": 7.7}"
422,Laura Stanescu_422,Design|AI|Biologie|Cercetare,Social|Stiintific,"{""Limba Romana"": 7.3, ""Biologie"": 8.5, ""Informatica"": 9.1, ""Economie"": 6.3, ""Fizica"": 7.2, ""Istorie"": 7.9, ""Matematica"": 7.3, ""Chimie"": 8.5, ""Geografie"": 9.1}"
423,Maria Stanescu_423,Arheologie|RI,Social|Medical,"{""Istorie"": 6.4, ""Economie"": 8.0, ""Desen"": 7.7, ""Matematica"": 6.6, ""Informatica"": 8.8, ""Biologie"": 9.3, ""Geografie"": 6.3, ""Limba Romana"": 10.0, ""Fizica"": 7.4}"
424,Ioana Petrescu_424,Fizica|Marketing|Istorie|Medicina,Tehnic|Medical,"{""Matematica"": 9.1, ""Geografie"": 7.7, ""Chimie"": 7.1, ""Desen"": 7.7, ""Fizica"": 9.6, ""Limba Romana"": 7.3}"
425,Alexandru Stoica_425,Finante|Matematica|Arheologie,Social|Creativ,"{""Desen"": 7.1, ""Fizica"": 7.5, ""Limba Romana"": 8.2, ""Economie"": 6.3, ""Matematica"": 9.2, ""Chimie"": 6.8, ""Biologie"": 8.8}"
426,Alexandru Petrescu_426,Finante|Inovatie|AI,Medical|Tehnic,"{""Fizica"": 6.9, ""Matematica"": 9.8, ""Limba Romana"": 8.5, ""Istorie"": 6.4, ""Desen"": 9.5, ""Informatica"": 6.1}"
427,Gabriel Petrescu_427,Chimie|Cercetare|Economie|Istorie,Stiintific,"{""Economie"": 10.0, ""Fizica"": 9.9, ""Biologie"": 7.3, ""Chimie"": 6.3, ""Matematica"": 8.1, ""Istorie"": 7.6}"
428,Elena Petrescu_428,Antreprenoriat|Medicina|Management,Tehnic|Financiar,"{""Chimie"": 8.9, ""Informatica"": 9.4, ""Desen"": 8.8, ""Matematica"": 9.5, ""Geografie"": 8.5, ""Biologie"": 6.6, ""Istorie"": 9.2, ""Limba Romana"": 7.4, ""Fizica"": 8.4}"
429,Maria Petrescu_429,Matematica|Sociologie,Umanist,"{""Fizica"": 10.0, ""Biologie"": 9.0, ""Matematica"": 9.0, ""Istorie"": 8.0, ""Economie"": 7.8, ""Limba Romana"": 8.8, ""Geografie"": 9.0, ""Informatica"": 7.8}"
430,Laura Vasilescu_430,Genetica|Antreprenoriat|Matematica|Marketing,Social|Stiintific,"{""Fizica"": 8.3, ""Desen"": 6.8, ""Matematica"": 9.7, ""Informatica"": 8.1, ""Geografie"": 9.8, ""Economie"": 7.7, ""Limba Romana"": 7.2, ""Istorie"": 9.8}"
431,Laura Vasilescu_431,Programare|Medicina|Marketing|Genetica,Stiintific|Umanist,"{""Desen"": 6.8, ""Economie"": 6.3, ""Informatica"": 7.9, ""Geografie"": 7.8, ""Fizica"": 6.6}"
432,Laura Stanescu_432,Arheologie|RI,Tehnic|Creativ,"{""Desen"": 8.5, ""Biologie"": 9.5, ""Istorie"": 8.8, ""Matematica"": 6.5, ""Economie"": 8.3, ""Geografie"": 6.5}"
433,Ana Dumitrescu_433,Robotica|Informatica|Economie|Materiale,Creativ,"{""Fizica"": 6.8, ""Geografie"": 8.4, ""Limba Romana"": 9.7, ""Economie"": 7.9, ""Matematica"": 8.4, ""Istorie"": 6.7, ""Informatica"": 7.5, ""Biologie"": 9.8}"
434,Adriana Ionescu_434,Inovatie|Economie,Umanist,"{""Limba Romana"": 9.3, ""Desen"": 9.6, ""Informatica"": 8.8, ""Biologie"": 6.6, ""Istorie"": 6.8}"
435,Maria Popescu_435,Arhitectura|Antreprenoriat|Chimie,Umanist|Stiintific,"{""Economie"": 6.8, ""Informatica"": 6.3, ""Desen"": 9.7, ""Matematica"": 6.5, ""Geografie"": 6.9, ""Fizica"": 7.4, ""Biologie"": 7.9, ""Chimie"": 7.7, ""Istorie"": 6.7, ""Limba Romana"": 9.4}"
436,Ion Ionescu_436,Arheologie|Finante|Geografie|Istorie,Medical,"{""Fizica"": 8.8, ""Informatica"": 8.2, ""Istorie"": 7.2, ""Economie"": 6.2, ""Matematica"": 8.4, ""Chimie"": 9.0, ""Desen"": 8.5, ""Geografie"": 7.5}"
437,Andrei Popescu_437,Arhitectura|Inovatie|Genetica,Social,"{""Desen"": 7.9, ""Limba Romana"": 9.5, ""Matematica"": 7.8, ""Geografie"": 9.4, ""Fizica"": 8.4, ""Chimie"": 7.4, ""Economie"": 7.1, ""Informatica"": 9.3}"
438,Maria Ionescu_438,Arhitectura|Cibernetica,Umanist,"{""Geografie"": 8.7, ""Limba Romana"": 7.4, ""Biologie"": 9.3, ""Informatica"": 8.0, ""Istorie"": 9.6, ""Matematica"": 8.6}"
439,Roxana Georgescu_439,Finante|Robotica|Design|Economie,Umanist,"{""Economie"": 8.0, ""Limba Romana"": 6.2, ""Matematica"": 8.0, ""Desen"": 6.3, ""Istorie"": 8.9, ""Biologie"": 6.9}"
440,Laura Ionescu_440,Matematica|Medicina|Biologie|Drept,Financiar,"{""Limba Romana"": 8.4, ""Fizica"": 9.4, ""Geografie"": 9.6, ""Biologie"": 9.4, ""Informatica"": 7.1, ""Istorie"": 6.7, ""Chimie"": 6.7}"
441,Ion Vasilescu_441,Geografie|Cibernetica|Programare,Stiintific|Tehnic,"{""Fizica"": 8.9, ""Geografie"": 7.0, ""Limba Romana"": 7.3, ""Matematica"": 6.9, ""Biologie"": 7.1}"
442,Cristian Vasilescu_442,Psihologie|Arheologie|Management,Tehnic|Social,"{""Matematica"": 9.8, ""Informatica"": 9.9, ""Desen"": 6.8, ""Fizica"": 9.5, ""Biologie"": 6.8, ""Chimie"": 7.5, ""Geografie"": 9.0, ""Economie"": 7.2}"
443,Ana Georgescu_443,Marketing|RI|Sociologie,Medical,"{""Istorie"": 7.5, ""Economie"": 7.7, ""Matematica"": 9.3, ""Desen"": 8.9, ""Informatica"": 7.7, ""Biologie"": 8.0, ""Fizica"": 6.6, ""Limba Romana"": 6.8, ""Geografie"": 6.2}"
444,Mihai Ionescu_444,Arhitectura|Psihologie|Matematica,Umanist|Creativ,"{""Istorie"": 9.9, ""Matematica"": 6.2, ""Chimie"": 7.0, ""Desen"": 6.9, ""Fizica"": 9.5, ""Biologie"": 8.3, ""Economie"": 7.1, ""Limba Romana"": 7.8, ""Informatica"": 9.7, ""Geografie"": 9.6}"
445,Ana Vasilescu_445,Biologie|Cibernetica|Geografie|Arhitectura,Social|Medical,"{""Fizica"": 9.3, ""Geografie"": 8.7, ""Informatica"": 6.2, ""Istorie"": 6.0, ""Economie"": 8.2, ""Chimie"": 9.2, ""Desen"": 9.7, ""Matematica"": 8.2}"
446,Roxana Georgescu_446,Inovatie|AI|RI|Cercetare,Tehnic,"{""Economie"": 6.0, ""Chimie"": 7.9, ""Istorie"": 9.8, ""Matematica"": 9.4, ""Desen"": 8.1, ""Fizica"": 9.5}"
447,Ioana Georgescu_447,Marketing|Drept,Financiar,"{""Matematica"": 8.1, ""Biologie"": 7.2, ""Istorie"": 8.7, ""Economie"": 6.9, ""Limba Romana"": 8.3, ""Chimie"": 9.1, ""Fizica"": 9.0}"
448,Ana Dumitrescu_448,AI|Mecanica,Financiar,"{""Informatica"": 9.6, ""Limba Romana"": 7.0, ""Economie"": 6.0, ""Fizica"": 8.7, ""Geografie"": 6.7, ""Matematica"": 9.6, ""Chimie"": 6.5, ""Desen"": 6.2}"
449,Daniel Petrescu_449,Fizica|Inovatie,Medical,"{""Limba Romana"": 8.5, ""Istorie"": 9.1, ""Fizica"": 6.6, ""Biologie"": 8.0, ""Desen"": 9.1, ""Geografie"": 7.4}"
450,Andrei Radu_450,Economie|AI,Umanist|Social,"{""Economie"": 9.7, ""Informatica"": 6.4, ""Biologie"": 9.7, ""Istorie"": 7.9, ""Desen"": 6.5, ""Chimie"": 7.5, ""Limba Romana"": 7.9, ""Geografie"": 8.2, ""Fizica"": 7.2}"
451,Daniel Nicolae_451,Statistica|Materiale|Sociologie,Creativ|Stiintific,"{""Chimie"": 8.1, ""Matematica"": 9.8, ""Limba Romana"": 9.5, ""Geografie"": 6.8, ""Biologie"": 7.0, ""Informatica"": 7.3, ""Istorie"": 6.2, ""Economie"": 6.3, ""Desen"": 7.3, ""Fizica"": 7.4}"
452,Stefan Ionescu_452,Arheologie|Istorie|Psihologie,Medical|Social,"{""Biologie"": 7.9, ""Limba Romana"": 9.5, ""Informatica"": 9.0, ""Fizica"": 7.1, ""Economie"": 9.4, ""Chimie"": 7.0, ""Matematica"": 9.1}"
453,Andrei Georgescu_453,RI|Matematica|Finante,Social,"{""Limba Romana"": 9.8, ""Istorie"": 6.7, ""Fizica"": 8.2, ""Desen"": 8.8, ""Economie"": 7.5, ""Chimie"": 9.5, ""Biologie"": 9.2, ""Informatica"": 9.5, ""Matematica"": 6.9}"
454,Ana Georgescu_454,Management|Matematica,Financiar|Medical,"{""Istorie"": 7.7, ""Economie"": 6.3, ""Matematica"": 9.3, ""Fizica"": 8.1, ""Chimie"": 7.0, ""Geografie"": 6.9, ""Informatica"": 8.1, ""Biologie"": 6.8}"
455,Maria Nicolae_455,Arheologie|Psihologie,Stiintific,"{""Matematica"": 6.9, ""Geografie"": 8.9, ""Istorie"": 9.9, ""Limba Romana"": 6.8, ""Economie"": 9.7}"
456,Ioana Stanescu_456,Genetica|Cibernetica|Management,Tehnic,"{""Desen"": 7.9, ""Limba Romana"": 7.4, ""Geografie"": 8.4, ""Chimie"": 9.3, ""Biologie"": 9.2, ""Economie"": 6.3, ""Fizica"": 8.7, ""Istorie"": 7.8, ""Matematica"": 9.3}"
457,Andrei Olaru_457,Medicina|Statistica,Financiar|Tehnic,"{""Matematica"": 6.6, ""Economie"": 6.9, ""Biologie"": 7.1, ""Desen"": 8.7, ""Istorie"": 7.0, ""Limba Romana"": 8.5, ""Geografie"": 7.4, ""Chimie"": 8.6, ""Fizica"": 8.5}"
458,Ioana Olaru_458,Antreprenoriat|Electronica|Mecanica|Management,Tehnic,"{""Fizica"": 6.2, ""Chimie"": 8.3, ""Desen"": 9.6, ""Istorie"": 6.0, ""Matematica"": 8.9}"
459,Alexandru Dumitrescu_459,Matematica|Mecanica|Biologie|Antreprenoriat,Umanist|Creativ,"{""Geografie"": 9.2, ""Fizica"": 9.1, ""Informatica"": 6.9, ""Istorie"": 9.8, ""Economie"": 8.8, ""Desen"": 6.6, ""Biologie"": 8.0, ""Chimie"": 9.1, ""Matematica"": 7.7, ""Limba Romana"": 7.0}"
460,Elena Marin_460,Geografie|RI|Medicina,Medical|Social,"{""Fizica"": 7.4, ""Geografie"": 8.9, ""Chimie"": 7.6, ""Biologie"": 7.9, ""Matematica"": 7.1, ""Informatica"": 9.3, ""Istorie"": 7.4, ""Economie"": 9.0, ""Desen"": 7.7}"
461,Elena Radu_461,Marketing|Arheologie|Management|Informatica,Stiintific|Tehnic,"{""Desen"": 7.3, ""Limba Romana"": 6.8, ""Biologie"": 6.9, ""Istorie"": 9.8, ""Fizica"": 8.9, ""Matematica"": 7.5}"
462,Mihai Ionescu_462,Cibernetica|Finante|Medicina|Electronica,Financiar,"{""Chimie"": 9.5, ""Desen"": 6.4, ""Matematica"": 8.8, ""Limba Romana"": 6.8, ""Geografie"": 7.3, ""Istorie"": 7.5}"
463,Daniel Petrescu_463,Design|Materiale,Creativ|Tehnic,"{""Chimie"": 6.5, ""Geografie"": 7.7, ""Istorie"": 6.4, ""Economie"": 9.5, ""Informatica"": 7.9, ""Biologie"": 9.9}"
464,Ion Ionescu_464,Inovatie|Biologie|Informatica,Stiintific,"{""Matematica"": 8.4, ""Biologie"": 6.7, ""Limba Romana"": 7.2, ""Chimie"": 7.2, ""Desen"": 8.8, ""Istorie"": 9.5, ""Geografie"": 8.3}"
465,Adriana Petrescu_465,Marketing|Electronica|Sociologie,Creativ|Umanist,"{""Limba Romana"": 9.5, ""Matematica"": 6.9, ""Economie"": 6.4, ""Biologie"": 6.5, ""Fizica"": 8.7, ""Chimie"": 7.1, ""Istorie"": 8.2}"
466,Gabriel Radu_466,Management|Statistica|Mecanica|Informatica,Social|Stiintific,"{""Istorie"": 8.8, ""Matematica"": 7.3, ""Fizica"": 6.4, ""Limba Romana"": 6.2, ""Informatica"": 7.2}"
467,Adriana Stanescu_467,Finante|Materiale|Fizica|Economie,Stiintific,"{""Informatica"": 7.8, ""Desen"": 8.2, ""Chimie"": 6.9, ""Fizica"": 9.0, ""Istorie"": 9.1, ""Geografie"": 9.3}"
468,Andrei Stanescu_468,Genetica|Cibernetica|Chimie|Psihologie,Tehnic,"{""Desen"": 6.7, ""Economie"": 6.5, ""Matematica"": 9.0, ""Istorie"": 9.6, ""Chimie"": 6.8, ""Biologie"": 8.2, ""Fizica"": 8.3, ""Informatica"": 7.0}"
469,Ana Georgescu_469,AI|Arheologie,Financiar,"{""Economie"": 6.5, ""Istorie"": 9.0, ""Desen"": 6.5, ""Biologie"": 7.7, ""Chimie"": 6.5, ""Matematica"": 9.2, ""Informatica"": 6.4, ""Fizica"": 8.1, ""Geografie"": 8.6}"
470,Stefan Petrescu_470,Psihologie|Arhitectura,Tehnic,"{""Matematica"": 7.0, ""Istorie"": 7.3, ""Biologie"": 7.1, ""Desen"": 8.8, ""Informatica"": 8.3}"
471,Daniel Dumitrescu_471,Marketing|Materiale|AI,Financiar|Umanist,"{""Istorie"": 8.6, ""Informatica"": 8.2, ""Biologie"": 9.1, ""Matematica"": 7.3, ""Geografie"": 8.2, ""Chimie"": 7.8, ""Economie"": 7.8, ""Fizica"": 9.2}"
472,Stefan Vasilescu_472,Istorie|Antreprenoriat|Programare|Inovatie,Medical|Stiintific,"{""Fizica"": 7.7, ""Economie"": 7.7, ""Informatica"": 7.7, ""Istorie"": 9.6, ""Chimie"": 9.5}"
473,Ion Georgescu_473,Programare|Finante|Genetica,Tehnic,"{""Chimie"": 6.9, ""Fizica"": 8.1, ""Matematica"": 8.0, ""Geografie"": 6.1, ""Desen"": 9.5, ""Informatica"": 7.0, ""Istorie"": 6.5}"
474,Stefan Georgescu_474,Marketing|Cercetare,Umanist|Social,"{""Desen"": 9.0, ""Matematica"": 6.7, ""Limba Romana"": 7.3, ""Economie"": 9.7, ""Geografie"": 9.9, ""Informatica"": 7.2, ""Fizica"": 8.8, ""Biologie"": 7.7, ""Chimie"": 7.0, ""Istorie"": 9.8}"
475,Cristian Popescu_475,Geografie|Finante|Istorie,Creativ|Umanist,"{""Economie"": 8.4, ""Geografie"": 9.1, ""Chimie"": 6.2, ""Informatica"": 9.4, ""Desen"": 7.2, ""Istorie"": 7.8, ""Biologie"": 8.1, ""Fizica"": 7.0, ""Matematica"": 7.2}"
476,Daniel Olaru_476,Antreprenoriat|Materiale|Medicina,Tehnic|Medical,"{""Chimie"": 8.5, ""Istorie"": 6.5, ""Fizica"": 9.6, ""Biologie"": 7.6, ""Desen"": 6.7, ""Geografie"": 9.4, ""Informatica"": 7.3, ""Matematica"": 9.3, ""Economie"": 9.9}"
477,Adriana Olaru_477,Finante|Marketing,Financiar|Stiintific,"{""Istorie"": 8.6, ""Geografie"": 9.1, ""Limba Romana"": 9.9, ""Informatica"": 7.0, ""Fizica"": 8.9, ""Biologie"": 7.0, ""Economie"": 6.9, ""Chimie"": 9.7, ""Matematica"": 8.6}"
478,Gabriel Popescu_478,Statistica|Arheologie,Stiintific|Tehnic,"{""Economie"": 6.4, ""Chimie"": 6.9, ""Limba Romana"": 7.3, ""Istorie"": 7.2, ""Desen"": 9.0, ""Geografie"": 6.2}"
479,Andrei Petrescu_479,Drept|Finante|Cibernetica,Creativ|Medical,"{""Desen"": 7.8, ""Fizica"": 6.4, ""Istorie"": 8.3, ""Limba Romana"": 7.1, ""Economie"": 8.4, ""Biologie"": 6.1, ""Geografie"": 8.8, ""Matematica"": 9.8}"
480,Roxana Dumitrescu_480,Finante|Drept|Cercetare,Social,"{""Limba Romana"": 9.2, ""Fizica"": 7.5, ""Istorie"": 8.6, ""Economie"": 8.9, ""Informatica"": 9.5}"
481,Ion Olaru_481,Materiale|Psihologie|Antreprenoriat|RI,Social|Medical,"{""Matematica"": 8.1, ""Chimie"": 8.8, ""Fizica"": 9.8, ""Desen"": 9.1, ""Geografie"": 8.9, ""Limba Romana"": 9.0, ""Informatica"": 6.4, ""Istorie"": 9.9, ""Biologie"": 8.8, ""Economie"": 7.7}"
482,Roxana Georgescu_482,Cercetare|RI,Social|Financiar,"{""Matematica"": 9.4, ""Biologie"": 8.2, ""Economie"": 8.7, ""Istorie"": 9.8, ""Fizica"": 7.5, ""Desen"": 9.6, ""Chimie"": 10.0, ""Geografie"": 9.6}"
483,Adriana Popescu_483,Finante|Sociologie|Cercetare,Tehnic|Umanist,"{""Matematica"": 7.5, ""Limba Romana"": 7.7, ""Biologie"": 7.4, ""Informatica"": 9.3, ""Fizica"": 9.7, ""Geografie"": 6.4}"
484,Adriana Olaru_484,AI|Mecanica,Tehnic|Financiar,"{""Chimie"": 6.4, ""Informatica"": 6.5, ""Desen"": 6.2, ""Economie"": 8.9, ""Istorie"": 8.5, ""Fizica"": 9.2}"
485,Andrei Dumitrescu_485,Drept|Mecanica|Design|Medicina,Creativ,"{""Istorie"": 8.1, ""Fizica"": 8.9, ""Informatica"": 9.6, ""Geografie"": 8.8, ""Limba Romana"": 6.3, ""Desen"": 6.1, ""Biologie"": 7.4, ""Matematica"": 7.0, ""Chimie"": 7.8, ""Economie"": 9.2}"
486,Roxana Stoica_486,Antreprenoriat|Drept|Design|Genetica,Umanist|Tehnic,"{""Biologie"": 7.8, ""Economie"": 8.2, ""Geografie"": 7.3, ""Matematica"": 6.2, ""Desen"": 9.8, ""Limba Romana"": 7.0, ""Fizica"": 8.7, ""Informatica"": 8.2, ""Chimie"": 7.0, ""Istorie"": 9.2}"
487,Ioana Stanescu_487,Matematica|Economie,Social|Medical,"{""Economie"": 7.7, ""Matematica"": 8.7, ""Desen"": 6.3, ""Limba Romana"": 8.8, ""Biologie"": 6.6, ""Geografie"": 9.8}"
488,Ioana Nicolae_488,Statistica|Cercetare,Medical|Financiar,"{""Geografie"": 8.9, ""Informatica"": 7.1, ""Istorie"": 9.2, ""Fizica"": 7.7, ""Limba Romana"": 8.9}"
489,Laura Georgescu_489,Psihologie|AI,Social|Tehnic,"{""Istorie"": 7.4, ""Biologie"": 8.8, ""Economie"": 8.7, ""Informatica"": 8.0, ""Matematica"": 7.5, ""Limba Romana"": 6.4, ""Geografie"": 6.7, ""Fizica"": 8.7}"
490,Daniel Stoica_490,Programare|Genetica,Medical,"{""Matematica"": 8.4, ""Biologie"": 9.0, ""Geografie"": 8.5, ""Economie"": 7.3, ""Fizica"": 9.4, ""Limba Romana"": 9.5, ""Informatica"": 8.2, ""Chimie"": 6.0, ""Istorie"": 9.4, ""Desen"": 7.3}"
491,Maria Radu_491,Finante|Marketing|RI|Informatica,Stiintific,"{""Geografie"": 7.9, ""Economie"": 10.0, ""Limba Romana"": 7.3, ""Matematica"": 6.7, ""Informatica"": 8.0, ""Fizica"": 8.1}"
492,Ana Stoica_492,Genetica|Medicina,Social,"{""Informatica"": 9.8, ""Istorie"": 7.2, ""Matematica"": 8.9, ""Limba Romana"": 6.4, ""Biologie"": 9.4}"
493,Andrei Olaru_493,Cibernetica|Geografie|Antreprenoriat,Tehnic,"{""Istorie"": 6.7, ""Limba Romana"": 7.1, ""Informatica"": 9.0, ""Desen"": 9.0, ""Biologie"": 6.2, ""Fizica"": 6.8, ""Economie"": 9.7, ""Geografie"": 8.3, ""Matematica"": 7.6, ""Chimie"": 6.6}"
494,Adriana Olaru_494,Programare|RI|Matematica,Medical,"{""Economie"": 6.4, ""Biologie"": 8.8, ""Chimie"": 6.5, ""Desen"": 8.0, ""Istorie"": 7.8, ""Geografie"": 7.7, ""Informatica"": 6.2, ""Fizica"": 7.5, ""Matematica"": 6.3}"
495,Stefan Stanescu_495,Psihologie|Biologie|Arhitectura,Umanist,"{""Biologie"": 8.0, ""Geografie"": 8.5, ""Istorie"": 9.1, ""Economie"": 6.9, ""Desen"": 9.2, ""Limba Romana"": 8.6}"
496,Ioana Popescu_496,Finante|AI|Marketing,Creativ,"{""Desen"": 7.0, ""Geografie"": 8.0, ""Biologie"": 8.2, ""Istorie"": 9.6, ""Informatica"": 7.8, ""Matematica"": 6.2}"
497,Gabriel Popescu_497,Antreprenoriat|Design,Medical,"{""Informatica"": 6.9, ""Limba Romana"": 9.2, ""Biologie"": 7.2, ""Desen"": 9.9, ""Chimie"": 6.8, ""Geografie"": 6.5, ""Istorie"": 6.7, ""Economie"": 8.0, ""Matematica"": 7.9, ""Fizica"": 8.5}"
498,Cristian Vasilescu_498,Mecanica|Finante|Informatica|Robotica,Medical,"{""Economie"": 8.8, ""Matematica"": 8.9, ""Biologie"": 6.0, ""Istorie"": 9.3, ""Informatica"": 8.6, ""Limba Romana"": 8.2, ""Chimie"": 8.8, ""Fizica"": 10.0}"
499,Ioana Marin_499,Fizica|Medicina|Cibernetica,Medical|Financiar,"{""Informatica"": 9.3, ""Fizica"": 9.8, ""Chimie"": 8.7, ""Limba Romana"": 9.8, ""Matematica"": 9.7, ""Desen"": 7.0}"
500,Elena Georgescu_500,Cibernetica|Antreprenoriat|Robotica|Arhitectura,Tehnic|Stiintific,"{""Fizica"": 7.7, ""Economie"": 6.7, ""Geografie"": 6.7, ""Biologie"": 8.4, ""Matematica"": 8.7, ""Informatica"": 9.6, ""Istorie"": 7.2, ""Chimie"": 8.0, ""Limba Romana"": 7.1}"
501,Elena Stoica_501,Electronica|Design,Stiintific,"{""Fizica"": 8.9, ""Limba Romana"": 9.9, ""Economie"": 9.0, ""Desen"": 8.7, ""Geografie"": 7.7, ""Informatica"": 7.3, ""Matematica"": 8.5, ""Istorie"": 9.0}"
502,Ioana Stoica_502,Chimie|Arhitectura|Statistica,Medical|Tehnic,"{""Economie"": 7.9, ""Biologie"": 7.2, ""Geografie"": 8.4, ""Desen"": 7.2, ""Fizica"": 8.1, ""Istorie"": 8.7, ""Informatica"": 9.8, ""Limba Romana"": 9.4}"
503,Elena Marin_503,Materiale|Geografie,Tehnic|Creativ,"{""Economie"": 6.7, ""Biologie"": 7.6, ""Chimie"": 7.3, ""Limba Romana"": 7.1, ""Informatica"": 9.8}"
504,Roxana Popescu_504,Arhitectura|RI|Chimie|Programare,Creativ|Financiar,"{""Chimie"": 8.9, ""Economie"": 6.1, ""Matematica"": 9.6, ""Limba Romana"": 7.3, ""Geografie"": 9.9}"
505,Alexandru Popescu_505,Arheologie|Robotica|Biologie|Chimie,Social|Medical,"{""Matematica"": 10.0, ""Informatica"": 6.4, ""Chimie"": 8.6, ""Istorie"": 6.6, ""Fizica"": 8.1}"
506,Cristian Nicolae_506,AI|Arhitectura|Fizica|Genetica,Umanist|Financiar,"{""Limba Romana"": 6.7, ""Informatica"": 8.0, ""Economie"": 9.9, ""Geografie"": 9.9, ""Istorie"": 6.7, ""Fizica"": 6.9, ""Desen"": 9.1, ""Matematica"": 9.1, ""Biologie"": 8.9}"
507,Ioana Georgescu_507,Arheologie|Chimie,Financiar,"{""Matematica"": 9.7, ""Biologie"": 6.6, ""Limba Romana"": 8.7, ""Istorie"": 8.1, ""Informatica"": 8.9, ""Geografie"": 8.2, ""Desen"": 9.3, ""Fizica"": 7.8, ""Chimie"": 8.2}"
508,Laura Popescu_508,Fizica|Psihologie|Geografie|Chimie,Tehnic,"{""Desen"": 6.6, ""Geografie"": 7.7, ""Limba Romana"": 6.2, ""Matematica"": 9.1, ""Economie"": 9.6}"
509,Ioana Radu_509,Sociologie|Robotica|Management,Medical,"{""Matematica"": 7.4, ""Geografie"": 7.2, ""Biologie"": 6.5, ""Desen"": 9.9, ""Chimie"": 7.1, ""Istorie"": 7.5}"
510,Stefan Radu_510,Design|Economie,Tehnic,"{""Biologie"": 6.3, ""Istorie"": 9.9, ""Matematica"": 8.7, ""Economie"": 8.7, ""Fizica"": 9.9, ""Desen"": 6.5, ""Geografie"": 9.9, ""Limba Romana"": 7.8, ""Informatica"": 6.6}"
511,Ana Petrescu_511,Economie|Istorie,Tehnic,"{""Informatica"": 8.7, ""Fizica"": 6.5, ""Biologie"": 7.6, ""Istorie"": 9.0, ""Geografie"": 9.0}"
512,Ion Stanescu_512,Genetica|Materiale,Stiintific|Umanist,"{""Economie"": 6.7, ""Matematica"": 8.1, ""Desen"": 8.7, ""Chimie"": 6.7, ""Limba Romana"": 8.8, ""Geografie"": 6.1, ""Istorie"": 6.6, ""Informatica"": 7.9, ""Fizica"": 6.1, ""Biologie"": 8.9}"
513,Roxana Stoica_513,Chimie|Statistica|Programare|Informatica,Medical,"{""Fizica"": 7.9, ""Geografie"": 8.7, ""Desen"": 9.0, ""Informatica"": 8.7, ""Biologie"": 9.7, ""Economie"": 8.5, ""Chimie"": 6.3, ""Matematica"": 8.1, ""Istorie"": 6.6}"
514,Maria Dumitrescu_514,Electronica|Marketing|Biologie,Tehnic,"{""Istorie"": 8.0, ""Chimie"": 9.6, ""Limba Romana"": 8.9, ""Biologie"": 7.2, ""Desen"": 9.0, ""Economie"": 8.3, ""Matematica"": 6.9, ""Informatica"": 6.8, ""Geografie"": 8.9, ""Fizica"": 8.9}"
515,Ion Nicolae_515,Antreprenoriat|Economie|Drept|Genetica,Medical,"{""Istorie"": 7.6, ""Desen"": 7.0, ""Chimie"": 9.2, ""Biologie"": 7.8, ""Geografie"": 8.7, ""Matematica"": 8.5}"
516,Adriana Stoica_516,Istorie|Marketing|Design,Social|Umanist,"{""Informatica"": 8.7, ""Limba Romana"": 7.2, ""Chimie"": 6.8, ""Fizica"": 9.8, ""Desen"": 9.2, ""Geografie"": 6.3, ""Economie"": 7.7, ""Matematica"": 6.0}"
517,Daniel Stanescu_517,Sociologie|Finante|Design,Stiintific,"{""Informatica"": 10.0, ""Biologie"": 8.9, ""Chimie"": 6.9, ""Geografie"": 8.1, ""Matematica"": 9.3, ""Desen"": 6.0, ""Economie"": 7.5, ""Limba Romana"": 8.8, ""Fizica"": 7.2}"
